instruction,intent,category,tags,response,conversation
I'd like information about my getaway details where could I get it,check_trip_details,TRIP,BCILPQZ,"To find the details of your getaway, please follow these instructions:

1. Launch the {{APP_NAME}} on your smartphone or tablet.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} button.
4. Choose your getaway from the displayed options.

This will provide you with comprehensive details about your trip. Should you have any further questions, feel free to ask for assistance.","Query: I'd like information about my getaway details where could I get it
Response: To find the details of your getaway, please follow these instructions:

1. Launch the the mobile app on your smartphone or tablet.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} button.
4. Choose your getaway from the displayed options.

This will provide you with comprehensive details about your trip. Should you have any further questions, feel free to ask for assistance."
could you give me information about the details of my excursion?,check_trip_details,TRIP,BILP,"To find the information regarding your excursion, please follow these instructions:

1. Launch the {{APP_NAME}} application on your smartphone or tablet.
2. Enter your login credentials (username and password).
3. Tap on the {{CHECK_TRIP_DETAILS}} button.
4. Choose your excursion from the displayed list.

All the details about your excursion will be shown. If you require further assistance, please let me know.","Query: could you give me information about the details of my excursion?
Response: To find the information regarding your excursion, please follow these instructions:

1. Launch the the mobile app application on your smartphone or tablet.
2. Enter your login credentials (username and password).
3. Tap on the {{CHECK_TRIP_DETAILS}} button.
4. Choose your excursion from the displayed list.

All the details about your excursion will be shown. If you require further assistance, please let me know."
"I am looking for information about the details of my excursion to Madrid, could you help me?",check_trip_details,TRIP,BCEILPWZ,"To access the specifics of your journey, please refer to your itinerary. Follow these instructions:

1. Launch {{APP_NAME}} on your mobile device or computer.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} button.
4. Choose your journey from the displayed options.

This will provide you with comprehensive details about your trip. Should you need further assistance, feel free to ask.","Query: I am looking for information about the details of my excursion to Madrid, could you help me?
Response: To access the specifics of your journey, please refer to your itinerary. Follow these instructions:

1. Launch the mobile app on your mobile device or computer.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} button.
4. Choose your journey from the displayed options.

This will provide you with comprehensive details about your trip. Should you need further assistance, feel free to ask."
wanna check the details of my excursion ehlp me,check_trip_details,TRIP,BCLQZ,"For accessing the specifics of your excursion, please follow these instructions:

1. Launch the {{APP_NAME}} application on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} button.
4. Locate and choose your excursion from the available list.

This procedure will provide you with comprehensive details about your excursion. Should you have any further questions, feel free to ask for assistance.","Query: wanna check the details of my excursion ehlp me
Response: For accessing the specifics of your excursion, please follow these instructions:

1. Launch the the mobile app application on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} button.
4. Locate and choose your excursion from the available list.

This procedure will provide you with comprehensive details about your excursion. Should you have any further questions, feel free to ask for assistance."
I'd like to check the details of my excursion where can i do it,check_trip_details,TRIP,BCILPQ,"To review the specifics of your excursion, please follow these steps:

1. Launch the {{APP_NAME}} application on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} button.
4. Choose your excursion from the displayed options.

This will provide you with comprehensive details about your excursion. Should you have any further questions, feel free to ask for assistance.","Query: I'd like to check the details of my excursion where can i do it
Response: To review the specifics of your excursion, please follow these steps:

1. Launch the the mobile app application on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} button.
4. Choose your excursion from the displayed options.

This will provide you with comprehensive details about your excursion. Should you have any further questions, feel free to ask for assistance."
"I cannot find the details of my getaway, help me see them",check_trip_details,TRIP,BCELZ,"To retrieve the details of your getaway, please follow these steps:

1. Launch the {{APP_NAME}} application on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} option.
4. Choose your getaway from the displayed list.

This will provide you with all the necessary information about your trip. Should you require further assistance, please do not hesitate to ask.","Query: I cannot find the details of my getaway, help me see them
Response: To retrieve the details of your getaway, please follow these steps:

1. Launch the the mobile app application on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} option.
4. Choose your getaway from the displayed list.

This will provide you with all the necessary information about your trip. Should you require further assistance, please do not hesitate to ask."
"I want to know more about the details of my trip, give me some information",check_trip_details,TRIP,BC,"To retrieve the specifics of your journey, please refer to your itinerary. Follow these steps to do so:

1. Launch {{APP_NAME}} on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} icon.
4. Choose your trip from the displayed list.

This will provide comprehensive details about your trip. Should you require any further assistance, please let me know.","Query: I want to know more about the details of my trip, give me some information
Response: To retrieve the specifics of your journey, please refer to your itinerary. Follow these steps to do so:

1. Launch the mobile app on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} icon.
4. Choose your trip from the displayed list.

This will provide comprehensive details about your trip. Should you require any further assistance, please let me know."
"I would like information about the details of my getaway to Madrid, where could I get it?",check_trip_details,TRIP,BCILPZ,"To find the details of your journey, please retrieve your itinerary. Follow these instructions: 

1. Launch the {{APP_NAME}} on your smartphone or tablet. 
2. Log in with your credentials. 
3. Click on the {{CHECK_TRIP_DETAILS}} button. 
4. Choose the relevant trip from the displayed list. 

This will provide you with comprehensive details about your trip. Should you have any additional inquiries, please do not hesitate to reach out.","Query: I would like information about the details of my getaway to Madrid, where could I get it?
Response: To find the details of your journey, please retrieve your itinerary. Follow these instructions: 

1. Launch the the mobile app on your smartphone or tablet. 
2. Log in with your credentials. 
3. Click on the {{CHECK_TRIP_DETAILS}} button. 
4. Choose the relevant trip from the displayed list. 

This will provide you with comprehensive details about your trip. Should you have any additional inquiries, please do not hesitate to reach out."
I'd like to know about the details of my getaway,check_trip_details,TRIP,BLPZ,"To find the information regarding your getaway, please follow these steps: 

1. Launch the {{APP_NAME}} application on your smartphone or tablet. 
2. Log in using your registered credentials. 
3. Tap on the {{CHECK_TRIP_DETAILS}} button. 
4. Choose the relevant trip from the displayed options. 

This will provide you with comprehensive details of your planned getaway. Should you need further assistance, feel free to ask.","Query: I'd like to know about the details of my getaway
Response: To find the information regarding your getaway, please follow these steps: 

1. Launch the the mobile app application on your smartphone or tablet. 
2. Log in using your registered credentials. 
3. Tap on the {{CHECK_TRIP_DETAILS}} button. 
4. Choose the relevant trip from the displayed options. 

This will provide you with comprehensive details of your planned getaway. Should you need further assistance, feel free to ask."
i got to check the fuckingdetails of my trip to madrid where do i do it,check_trip_details,TRIP,BCIQWZ,"To review the specifics of your trip, please follow these steps:

1. Launch {{APP_NAME}} on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} option.
4. Choose your trip from the displayed list.

This will provide comprehensive details about your trip. Should you require any further assistance, please let me know.","Query: i got to check the fuckingdetails of my trip to madrid where do i do it
Response: To review the specifics of your trip, please follow these steps:

1. Launch the mobile app on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} option.
4. Choose your trip from the displayed list.

This will provide comprehensive details about your trip. Should you require any further assistance, please let me know."
"I got to check the details of my getaway, could you help me?",check_trip_details,TRIP,BCILP,"To retrieve the specifics of your getaway, please follow these steps: 

1. Launch the {{APP_NAME}} on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} option.
4. Choose your trip from the displayed list.

This will provide you with all the necessary information regarding your trip. Should you require further assistance, please feel free to ask.","Query: I got to check the details of my getaway, could you help me?
Response: To retrieve the specifics of your getaway, please follow these steps: 

1. Launch the the mobile app on your device.
2. Log in using your credentials.
3. Click on the {{CHECK_TRIP_DETAILS}} option.
4. Choose your trip from the displayed list.

This will provide you with all the necessary information regarding your trip. Should you require further assistance, please feel free to ask."
hsow me my trip details,check_trip_details,TRIP,BZ,"To review the specifics of your trip, you must refer to your itinerary. Here are the instructions:

1. Launch the {{APP_NAME}} application on your mobile device.
2. Log in using your credentials.
3. Press the {{CHECK_TRIP_DETAILS}} button.
4. Choose your trip from the displayed list.

This will present all relevant details about your journey. Should you have any further inquiries, feel free to ask.","Query: hsow me my trip details
Response: To review the specifics of your trip, you must refer to your itinerary. Here are the instructions:

1. Launch the the mobile app application on your mobile device.
2. Log in using your credentials.
3. Press the {{CHECK_TRIP_DETAILS}} button.
4. Choose your trip from the displayed list.

This will present all relevant details about your journey. Should you have any further inquiries, feel free to ask."
